sample_key,dataset_partition,sample_id,site_token,nominal_level_token,sequence_token,uav_E,uav_N,gps_member,uav_member,coordinate_schema,crs_status,nominal_level_status,uav_crc32,uav_file_size,query_id,sequence_index,ordered_group_id,sequence_provenance,verified_timestamp_available,verified_fixed_frame_interval
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000071,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000071,Hangdian,80,71,120.339691,30.31710333333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000071/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000071/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3816903540,42007,q_000848,71,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000072,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000072,Hangdian,80,72,120.3394831388889,30.317103,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000072/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000072/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3777786999,43327,q_000849,72,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000073,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000073,Hangdian,80,73,120.339275,30.317102833333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000073/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000073/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,366939107,45413,q_000850,73,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000074,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000074,Hangdian,80,74,120.33906611111112,30.317102694444444,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000074/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000074/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2062743893,45721,q_000851,74,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000075,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000075,Hangdian,80,75,120.33885763888888,30.31710227777777,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000075/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000075/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1088162736,44986,q_000852,75,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000076,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000076,Hangdian,80,76,120.33865047222224,30.31710155555556,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000076/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000076/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2541169253,43162,q_000853,76,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000077,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000077,Hangdian,80,77,120.3384423611111,30.31710136111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000077/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000077/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2565786945,40187,q_000854,77,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000078,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000078,Hangdian,80,78,120.33823416666668,30.31710111111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000078/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000078/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2138677885,40062,q_000855,78,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000079,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000079,Hangdian,80,79,120.33802738888888,30.31710105555556,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000079/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000079/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1159537849,39989,q_000856,79,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000080,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000080,Hangdian,80,80,120.33781938888887,30.317099944444443,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000080/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000080/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1395369561,40868,q_000857,80,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000081,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000081,Hangdian,80,81,120.33761127777778,30.31709863888889,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000081/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000081/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,734202181,41341,q_000858,81,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000082,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000082,Hangdian,80,82,120.33740183333332,30.31709802777777,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000082/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000082/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1007285878,41993,q_000859,82,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000083,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000083,Hangdian,80,83,120.33719458333331,30.31709808333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000083/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000083/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3774782948,42714,q_000860,83,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000084,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000084,Hangdian,80,84,120.33698683333331,30.31709811111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000084/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000084/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2244871418,44042,q_000861,84,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000085,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000085,Hangdian,80,85,120.33698722222222,30.31691863888889,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000085/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000085/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,889574967,44973,q_000862,85,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000086,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000086,Hangdian,80,86,120.33719455555556,30.31691763888889,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000086/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000086/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2110816696,44383,q_000863,86,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000087,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000087,Hangdian,80,87,120.33740036111112,30.31691711111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000087/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000087/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,951712465,44262,q_000864,87,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000088,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000088,Hangdian,80,88,120.33760827777778,30.316917277777776,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000088/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000088/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1506748356,44119,q_000865,88,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000089,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000089,Hangdian,80,89,120.33781641666668,30.316916694444444,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000089/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000089/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3104646966,43756,q_000866,89,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000090,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000090,Hangdian,80,90,120.3380261111111,30.31691483333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000090/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000090/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2340788745,41011,q_000867,90,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000091,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000091,Hangdian,80,91,120.33823458333332,30.316914027777777,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000091/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000091/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,113829944,39674,q_000868,91,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000092,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000092,Hangdian,80,92,120.33844294444444,30.316913694444445,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000092/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000092/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2987420101,39329,q_000869,92,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000093,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000093,Hangdian,80,93,120.3386508611111,30.31691325,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000093/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000093/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2937045951,41801,q_000870,93,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000094,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000094,Hangdian,80,94,120.33885983333332,30.316911972222226,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000094/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000094/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3558480296,44615,q_000871,94,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000095,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000095,Hangdian,80,95,120.33906791666666,30.31691063888889,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000095/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000095/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2507372270,44914,q_000872,95,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000096,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000096,Hangdian,80,96,120.33927622222222,30.316909638888887,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000096/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000096/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,111256015,44951,q_000873,96,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000097,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000097,Hangdian,80,97,120.33948347222224,30.31690925,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000097/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000097/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1222071063,43919,q_000874,97,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000098,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000098,Hangdian,80,98,120.33969241666668,30.31690947222222,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000098/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000098/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3926586828,44116,q_000875,98,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000099,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000099,Hangdian,80,99,120.33989872222222,30.316909111111112,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000099/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000099/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2246621222,43142,q_000876,99,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000100,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000100,Hangdian,80,100,120.34010719444444,30.31690838888889,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000100/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000100/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3344698713,44136,q_000877,100,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000101,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000101,Hangdian,80,101,120.34031536111112,30.31690744444445,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000101/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000101/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1400334076,43582,q_000878,101,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000102,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000102,Hangdian,80,102,120.34031361111111,30.316728027777778,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000102/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000102/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3088536669,44571,q_000879,102,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000103,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000103,Hangdian,80,103,120.34010675,30.31672758333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000103/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000103/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1440365744,44811,q_000880,103,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000104,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000104,Hangdian,80,104,120.33989894444444,30.31672758333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000104/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000104/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2177286473,44629,q_000881,104,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000105,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000105,Hangdian,80,105,120.33969283333332,30.31672877777778,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000105/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000105/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2059324510,44777,q_000882,105,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000106,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000106,Hangdian,80,106,120.33948447222222,30.316728694444443,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000106/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000106/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1364637597,44090,q_000883,106,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000107,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000107,Hangdian,80,107,120.33927811111111,30.31673083333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000107/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000107/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,956689045,44717,q_000884,107,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000108,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000108,Hangdian,80,108,120.33907197222224,30.31672744444445,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000108/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000108/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1017168166,45059,q_000885,108,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000109,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000109,Hangdian,80,109,120.33886044444444,30.316730416666665,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000109/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000109/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3260886907,45091,q_000886,109,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000110,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000110,Hangdian,80,110,120.33865280555555,30.31673038888889,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000110/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000110/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2007089447,42452,q_000887,110,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000111,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000111,Hangdian,80,111,120.33844313888888,30.31673136111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000111/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000111/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2987443036,39884,q_000888,111,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000112,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000112,Hangdian,80,112,120.33823780555556,30.31673286111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000112/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000112/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2306877487,40659,q_000889,112,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000113,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000113,Hangdian,80,113,120.33802911111113,30.316733444444445,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000113/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000113/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,821326981,41673,q_000890,113,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000114,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000114,Hangdian,80,114,120.33782119444444,30.316734916666668,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000114/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000114/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2132087344,45038,q_000891,114,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000115,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000115,Hangdian,80,115,120.33761172222222,30.31673536111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000115/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000115/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,742273129,44864,q_000892,115,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000116,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000116,Hangdian,80,116,120.33740230555556,30.31673486111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000116/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000116/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3968631904,45291,q_000893,116,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000117,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000117,Hangdian,80,117,120.33719575,30.31673752777778,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000117/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000117/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,272714657,45473,q_000894,117,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000118,merge_test_700-1800_cr0.95_stride100,Hangdian_80_000118,Hangdian,80,118,120.33698744444445,30.31673811111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000118/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_80_000118/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1288022349,45575,q_000895,118,Hangdian__80,DATASET_SAMPLE_NAME_ORDERING,False,False
